title,link,like,angry
고가 토지 정밀타격…서울 명동 상권 최대 2억6000만원 보유세 폭탄,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004410697,2,0
"`임대료 인상` 덮치는 상가, `상권 내몰림` 불가피 할듯",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002508069,4,41
강남 중심상권 품은 최대 수혜 상가…‘신사역 멀버리힐스’ 눈길,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=081&aid=0003000507,0,0
"[집코노미] 고가철거, 철길공원화…분리된 상권 합치는 도시계획 주목하라",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004050599,4,3
빅데이터 분석해보니…이 상권 제일 잘나가네,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003410444,1,1
부동산 고수도 감탄하는 송승헌의 투자 기술,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003409026,9,1
비싼 땅 콕 집어 공시가 ‘핀셋 인상’… “상권 임대료 오를라” 촉각,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=469&aid=0000364097,122,605
명동 중심 공시지가 m²당 2억… 보유세 50% 뛸듯,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003260624,5,30
서울에서 편의점이 가장 많은 구는 강남구…강남권 3구에 23% 몰려,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=076&aid=0003445500,0,0
[부동산] 하반기 서울 집값의 변수 ‘송파헬리오시티,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=037&aid=0000025610,5,1
"부동산 패러다임 소유→거주…""종합부동산서비스 법 제정 시급""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=421&aid=0002639924,3,0
지하철역·버스정류장 길목상권 인기,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003093073,0,0
종부세 틈새에도 ‘솟아날 부동산’은 곳곳에,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=032&aid=0002880621,13,25
[우리동네 지역전문가] 서울 대표 글로벌 비즈니스 지역으로 위상 드높이는 ‘...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004437893,4,0
SNS가 바꾼 이태원 상권 대로변 상가 20%가 공실,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004411233,0,0
서울에서 편의점 가장 많은 곳은 '강남구',https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004251997,0,0
"KB국민은행, 서울 강남·북 ‘부동산투자자문센터’ 개설",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=092&aid=0002115992,0,0
"광화문-시청-종각역 일대, 강북 상권 ‘골든 트라이앵글’",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003119467,0,0
'부동산 불패' 서울 강남3구 중개업소 가장 많아,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003899954,1,1
고가 토지 정밀타격…서울 명동 상권 최대 2억6000만원 보유세 폭탄,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004410697,2,0
"`임대료 인상` 덮치는 상가, `상권 내몰림` 불가피 할듯",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002508069,4,41
"`임대료 인상` 덮치는 상가, `상권 내몰림` 불가피 할듯",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002508069,4,41
중국인 관광객 감소로 서울 주요 상권 임대료 하락,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=076&aid=0003127641,0,0
서울서 부동산 가장 많은 곳 '강남구',https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004056509,1,1
강남 중심상권 품은 최대 수혜 상가…‘신사역 멀버리힐스’ 눈길,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=081&aid=0003000507,0,0
"[집코노미] 고가철거, 철길공원화…분리된 상권 합치는 도시계획 주목하라",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004050599,4,3
빅데이터 분석해보니…이 상권 제일 잘나가네,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003410444,1,1
"국민은행, 부동산 서비스 강화… 투자자문센터 개설",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002399958,0,0
서울에서 임대료 가장 많이 오른 상권 2위는 이대역…1위는?,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003123238,0,1
부동산 고수도 감탄하는 송승헌의 투자 기술,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003409026,9,1
비싼 땅 콕 집어 공시가 ‘핀셋 인상’… “상권 임대료 오를라” 촉각,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=469&aid=0000364097,122,605
명동 중심 공시지가 m²당 2억… 보유세 50% 뛸듯,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003260624,5,30
서울에서 편의점이 가장 많은 구는 강남구…강남권 3구에 23% 몰려,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=076&aid=0003445500,0,0
"비싼 땅만 '정밀 타격'…보유세 9000만원 더 내고, '상권 내몰림' 심화(종합)",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004410889,7,33
서울 강남구 편의점 1121개… 노원구의 4배,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=417&aid=0000431012,1,0
